run_item_id,template_id,rep_id,provider,model,temperature,active_main_objective,later_side_topic_turn,arm_label,assistant_response,output_tokens,system_prompt_sha256,ran_at_utc
PRR_B_r06,B_hiring_packet,6,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?",16,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_B_r07,B_hiring_packet,7,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?",16,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_B_r08,B_hiring_packet,8,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?",16,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r01,C_incident_response,1,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r02,C_incident_response,2,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r03,C_incident_response,3,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r04,C_incident_response,4,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r05,C_incident_response,5,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r06,C_incident_response,6,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r07,C_incident_response,7,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
PRR_C_r08,C_incident_response,8,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?",20,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T09:13:10Z
