c_gross,c_net_output,c_net_total,coverage_gross_q20_c80,coverage_gross_q50_c50,coverage_gross_q80_c20,coverage_net_q20_c80,coverage_net_q50_c50,coverage_net_q80_c20,dataset,decision_gross_q20_c80,decision_gross_q50_c50,decision_gross_q80_c20,decision_net_q20_c80,decision_net_q50_c50,decision_net_q80_c20,disagree_gross_q20_c80,disagree_gross_q50_c50,disagree_gross_q80_c20,disagree_net_q20_c80,disagree_net_q50_c50,disagree_net_q80_c20,du_gross_q20_c80,du_gross_q50_c50,du_gross_q80_c20,du_net_q20_c80,du_net_q50_c50,du_net_q80_c20,oracle_sign_gross_q20_c80,oracle_sign_gross_q50_c50,oracle_sign_gross_q80_c20,oracle_sign_net_q20_c80,oracle_sign_net_q50_c50,oracle_sign_net_q80_c20,overhead_output,overhead_total,pattern,provider,q_improvement,rep,scenario_id,split_role,tau_gross_q20_c80,tau_gross_q50_c50,tau_gross_q80_c20,tau_net_q20_c80,tau_net_q50_c50,tau_net_q80_c20,temperature
230.0,189.0,-477.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.68095941187701,0.6131759852288359,0.5453925585806619,0.6201506364833507,0.5751705006077988,0.530190364732247,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,41.0,707.0,conditional,anthropic,0.1,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
234.0,267.0,-125.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.6902470147770642,0.6189807370413698,0.5477144593056754,0.7921127744510872,0.6826468368376342,0.5731808992241811,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,-33.0,359.0,conditional,anthropic,0.1,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
230.0,210.0,-423.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.68095941187701,0.6131759852288359,0.5453925585806619,0.666448135166972,0.6041064372850622,0.5417647394031524,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,20.0,653.0,conditional,anthropic,0.1,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
232.0,236.0,-239.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.6856032133270371,0.6160783611351028,0.5465535089431687,0.7237688478228842,0.6399318826950073,0.5560949175671305,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,-4.0,471.0,conditional,anthropic,0.1,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
231.0,202.0,-446.0,1,1,1,1,1,1,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,0,0,0,0,0,0,0.6832813126020235,0.6146271731819694,0.5459730337619153,0.6488109928113068,0.5930832233127714,0.5373554538142361,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,29.0,677.0,conditional,anthropic,0.1,3,S_DRIFT_RETURN_RECOVERY_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-3.0,-51.0,-555.0,0,0,1,0,1,1,stageb,tie,tie,prefer_baseline,tie,prefer_baseline,prefer_baseline,0,0,1,0,1,1,0.033908413362623104,0.00992886818315792,-0.014050676996307262,-0.015011763772840424,-0.020646242526506785,-0.026280721280173145,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,48.0,552.0,conditional,anthropic,-0.0,3,S_DRIFT_RETURN_RECOVERY_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-35.0,-290.0,,,,,,,stageb,tie,tie,tie,tie,tie,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.02026252093849014,0.001400185418074816,-0.017462150102340503,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,35.0,290.0,conditional,anthropic,-0.0,1,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-29.0,-300.0,,,,,,,stageb,tie,tie,tie,tie,tie,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.033490377705239105,0.009667595897292918,-0.014155185910653262,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,29.0,300.0,conditional,anthropic,-0.0,1,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-35.0,-290.0,,,,,,,stageb,tie,tie,tie,tie,tie,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.02026252093849014,0.001400185418074816,-0.017462150102340503,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,35.0,290.0,conditional,anthropic,-0.0,2,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-12.0,-216.0,,,,,,,stageb,tie,tie,tie,prefer_pattern,prefer_pattern,tie,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.07096930521102782,0.03309192558841087,-0.004785454034206084,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,12.0,216.0,conditional,anthropic,-0.0,2,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-35.0,-290.0,0,0,0,0,0,1,stageb,tie,tie,tie,tie,tie,prefer_baseline,0,0,0,0,0,0,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.02026252093849014,0.001400185418074816,-0.017462150102340503,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,35.0,290.0,conditional,anthropic,-0.0,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,11.0,-129.0,0,0,0,1,1,0,stageb,tie,tie,tie,prefer_pattern,prefer_pattern,tie,0,0,0,0,0,0,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.12167608948356551,0.06478366575874692,0.007891242033928339,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,-11.0,129.0,conditional,anthropic,-0.0,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-474.0,-477.0,-685.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-1.3248271520843347,-1.336381467656656,-1.3479357832289776,-1.2193099181775984,-1.2704331964649458,-1.3215564747522937,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,3.0,211.0,delta,anthropic,-0.25,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-18.0,-266.0,,,,,,,stageb,tie,tie,tie,prefer_pattern,prefer_pattern,tie,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.057741448444278864,0.024824515109192768,-0.008092418225893322,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,18.0,266.0,delta,anthropic,-0.0,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-474.0,-477.0,-685.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-1.3248271520843347,-1.336381467656656,-1.3479357832289776,-1.2193099181775984,-1.2704331964649458,-1.3215564747522937,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,3.0,211.0,delta,anthropic,-0.25,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-40.0,-377.0,,,,,,,stageb,tie,tie,tie,tie,tie,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.009239306966199337,-0.005489323314606933,-0.0202179535954132,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,40.0,377.0,delta,anthropic,-0.0,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-474.0,-477.0,-685.0,1,1,1,1,1,1,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,0,0,0,0,0,0,-1.3248271520843347,-1.336381467656656,-1.3479357832289776,-1.2193099181775984,-1.2704331964649458,-1.3215564747522937,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,3.0,211.0,delta,anthropic,-0.25,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-474.0,-466.0,-627.0,1,1,1,1,1,1,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,1,1,0,1,1,0,-1.3248271520843347,-1.336381467656656,-1.3479357832289776,-1.1950588474385584,-1.2552762772530461,-1.3154937070675337,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,-8.0,153.0,delta,anthropic,-0.25,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-4.0,-31.0,-391.0,,,,,,,stageb,tie,tie,prefer_baseline,tie,tie,prefer_baseline,,,,,,,0.031586512637609566,0.00847768023002446,-0.014631152177560646,0.02908109211632278,0.006911792404220216,-0.015257507307882343,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,27.0,387.0,delta,anthropic,-0.0,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-2.0,-29.0,-389.0,,,,,,,stageb,tie,tie,prefer_baseline,tie,tie,prefer_baseline,,,,,,,0.03623031408763664,0.01138005613629138,-0.013470201815053878,0.033490377705239105,0.009667595897292918,-0.014155185910653262,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,27.0,387.0,delta,anthropic,-0.0,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-4.0,-31.0,-391.0,,,,,,,stageb,tie,tie,prefer_baseline,tie,tie,prefer_baseline,,,,,,,0.031586512637609566,0.00847768023002446,-0.014631152177560646,0.02908109211632278,0.006911792404220216,-0.015257507307882343,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,27.0,387.0,delta,anthropic,-0.0,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-4.0,-23.0,-361.0,,,,,,,stageb,tie,tie,prefer_baseline,prefer_pattern,prefer_pattern,tie,,,,,,,0.031586512637609566,0.00847768023002446,-0.014631152177560646,0.04671823447198806,0.017935006376511017,-0.010848221718966024,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,19.0,357.0,delta,anthropic,-0.0,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-4.0,-31.0,-391.0,0,0,1,0,0,1,stageb,tie,tie,prefer_baseline,tie,tie,prefer_baseline,0,0,0,0,0,0,0.031586512637609566,0.00847768023002446,-0.014631152177560646,0.02908109211632278,0.006911792404220216,-0.015257507307882343,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,27.0,387.0,delta,anthropic,-0.0,3,S_DRIFT_RETURN_RECOVERY_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
